,ensemble_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470
batch_test_acc-mean,full-ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.96875,0.98046875,0.98046875,0.9609375,0.953125,0.9765625,0.95703125,0.984375,0.9765625,0.9765625,0.9765625,0.984375,0.96875,0.9609375,0.9841269850730896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batch_test_acc-std,full-ensemble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.0078125,0.01171875,0.01171875,0.015625,0.0,0.0078125,0.01171875,0.0,0.0,0.0078125,0.0078125,0.015625,0.0078125,0.0078125,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batch_train_acc-mean,full-ensemble,0.9921875,1.0,1.0,1.0,1.0,0.9921875,0.99609375,0.9921875,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,1.0,0.99609375,0.99609375,1.0,1.0,1.0,0.99609375,0.9921875,0.99609375,1.0,0.99609375,1.0,0.99609375,1.0,0.98828125,1.0,0.99609375,1.0,0.99609375,1.0,0.99609375,0.98828125,1.0,0.99609375,1.0,1.0,0.99609375,0.99609375,0.99609375,0.99609375,0.99609375,1.0,1.0,0.9921875,0.99609375,0.99609375,1.0,1.0,1.0,0.99609375,1.0,1.0,0.99609375,1.0,0.9921875,1.0,0.99609375,0.99609375,0.99609375,1.0,1.0,1.0,0.98828125,1.0,0.99609375,1.0,1.0,1.0,0.9921875,1.0,0.99609375,0.99609375,1.0,1.0,1.0,1.0,0.99609375,0.99609375,1.0,0.99609375,0.99609375,0.99609375,0.99609375,0.9921875,1.0,0.99609375,1.0,1.0,0.99609375,1.0,0.99609375,1.0,1.0,0.99609375,1.0,0.0,0.0,0.0,0.0,0.0703125,0.3125,0.51953125,0.6328125,0.76953125,0.84765625,0.85546875,0.9296875,0.90625,0.91015625,0.93359375,0.91796875,0.90234375,0.93359375,0.921875,0.94140625,0.93359375,0.9375,0.9375,0.921875,0.91015625,0.93359375,0.96875,0.9375,0.94140625,0.96875,0.97265625,0.953125,0.95703125,0.9453125,0.96484375,0.95703125,0.96875,0.96875,0.95703125,0.94921875,0.9765625,0.9609375,0.96484375,0.96875,0.98046875,0.984375,0.96875,0.97265625,0.9609375,0.96875,0.96875,0.97265625,0.95703125,0.9453125,0.96484375,0.97265625,0.9609375,0.94921875,0.984375,0.98046875,0.97265625,0.9375,0.96484375,0.953125,0.97265625,0.98046875,0.96875,0.9765625,0.98046875,0.94921875,0.97265625,0.9765625,0.97265625,0.96875,0.96875,0.96875,0.98046875,0.984375,0.95703125,0.97265625,0.97265625,0.98046875,0.953125,0.96875,0.98828125,0.9453125,0.96484375,0.953125,0.97265625,0.96875,0.9765625,0.9609375,0.9609375,0.98046875,0.9824561476707458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.17578125,0.4375,0.64453125,0.6015625,0.6328125,0.61328125,0.58203125,0.62109375,0.5703125,0.578125,0.6015625,0.68359375,0.703125,0.81640625,0.8125,0.81640625,0.78515625,0.85546875,0.92578125,0.921875,0.9609375,0.9453125,0.9375,0.953125,0.95703125,0.95703125,0.95703125,0.93359375,0.953125,0.95703125,0.953125,0.98046875,0.984375,0.984375,0.97265625,0.96484375,0.96875,0.97265625,0.96875,0.9609375,0.96484375,0.98828125,0.99609375,0.98046875,0.984375,0.96484375,0.9765625,0.984375,0.98046875,0.9921875,0.96875,0.9765625,0.98828125,0.98046875,0.98828125,0.984375,0.98828125,0.97265625,0.9921875,1.0,0.9921875,0.99609375,0.99609375,0.984375,0.98046875,0.9921875,0.9921875,0.98828125,0.9921875,0.9921875,0.98828125,0.98046875,0.99609375,0.9921875,0.98046875,1.0,0.9921875,0.98828125,0.9763779640197754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.1484375,0.51953125,0.78125,0.8984375,0.90625,0.921875,0.94921875,0.95703125,0.98046875,0.98828125,0.96484375,0.96484375,0.97265625,0.97265625,0.97265625,0.984375,0.9921875,0.98828125,0.9921875,0.9921875,0.99609375,0.9921875,0.9921875,0.99609375,0.9921875,1.0,0.9921875,0.99609375,0.99609375,0.9921875,0.99609375,0.99609375,0.99609375,1.0,1.0,1.0,0.99609375,1.0,0.99609375,0.99609375,1.0,0.98828125,0.9921875,1.0,1.0,0.9921875,0.9921875,0.984375,0.98828125,0.99609375,0.99609375,1.0,1.0,0.984375,1.0,1.0,1.0,0.99609375,0.99609375,0.99609375,0.99609375,0.9921875,1.0,1.0,1.0,0.99609375,1.0,0.9921875,0.9921875,1.0,0.99609375,0.98828125,0.99609375,0.99609375,1.0,1.0,0.99609375,1.0,1.0,1.0,0.99609375,1.0,0.99609375,0.97826087474823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04296875,0.27734375,0.45703125,0.58984375,0.75390625,0.80859375,0.796875,0.84765625,0.84375,0.77734375,0.73046875,0.78515625,0.77734375,0.7265625,0.765625,0.76171875,0.75390625,0.8359375,0.8203125,0.828125,0.828125,0.82421875,0.828125,0.87109375,0.9296875,0.91015625,0.9296875,0.9296875,0.92578125,0.9375,0.9375,0.9140625,0.90625,0.91015625,0.93359375,0.94140625,0.92578125,0.96484375,0.96484375,0.9453125,0.94140625,0.96484375,0.94921875,0.97265625,0.9765625,0.9609375,0.94921875,0.9453125,0.953125,0.96484375,0.98828125,0.96484375,0.9609375,0.96875,0.9609375,0.96484375,0.94140625,0.96484375,0.96875,0.953125,0.96484375,0.96875,0.98046875,0.95703125,0.9609375,0.96484375,0.96484375,0.96875,0.9609375,0.9765625,0.95703125,0.98046875,0.96484375,0.9765625,0.97265625,0.9921875,0.9765625,0.97265625,0.9583333432674408
batch_train_acc-std,full-ensemble,0.0,0.0,0.0,0.0,0.0,0.0078125,0.00390625,0.0078125,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.00390625,0.00390625,0.0,0.0,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.0,0.00390625,0.00390625,0.0,0.00390625,0.0,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.0078125,0.00390625,0.00390625,0.0,0.0,0.0,0.00390625,0.0,0.0,0.00390625,0.0,0.0078125,0.0,0.00390625,0.00390625,0.00390625,0.0,0.0,0.0,0.01171875,0.0,0.00390625,0.0,0.0,0.0,0.0078125,0.0,0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.00390625,0.00390625,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.00390625,0.0,0.0,0.00390625,0.0,0.00390625,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0703125,0.25,0.07421875,0.1484375,0.05859375,0.04296875,0.05859375,0.015625,0.0078125,0.01953125,0.00390625,0.00390625,0.03515625,0.00390625,0.0234375,0.01953125,0.01953125,0.015625,0.0078125,0.0,0.01171875,0.00390625,0.0234375,0.0078125,0.01953125,0.0,0.00390625,0.0,0.01953125,0.0,0.01171875,0.01171875,0.0,0.0078125,0.01171875,0.01953125,0.015625,0.0078125,0.01171875,0.015625,0.00390625,0.0,0.0078125,0.01171875,0.0078125,0.0078125,0.0234375,0.02734375,0.01171875,0.0078125,0.01171875,0.00390625,0.015625,0.00390625,0.0078125,0.00390625,0.00390625,0.0078125,0.02734375,0.015625,0.00390625,0.00390625,0.0078125,0.0078125,0.00390625,0.00390625,0.00390625,0.0,0.00390625,0.0078125,0.0,0.0234375,0.00390625,0.0078125,0.00390625,0.01171875,0.01171875,0.00390625,0.0,0.0078125,0.00390625,0.0,0.01171875,0.0234375,0.00390625,0.015625,0.0,0.0078125,0.0078125,0.01171875,0.01754385232925415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.14453125,0.2421875,0.12109375,0.125,0.140625,0.08984375,0.10546875,0.09765625,0.0625,0.046875,0.046875,0.00390625,0.0078125,0.01171875,0.0,0.08984375,0.09765625,0.06640625,0.04296875,0.015625,0.0078125,0.0078125,0.0,0.015625,0.01171875,0.02734375,0.01953125,0.01171875,0.0234375,0.00390625,0.015625,0.00390625,0.0,0.0078125,0.01171875,0.00390625,0.0078125,0.00390625,0.0,0.0078125,0.00390625,0.00390625,0.00390625,0.00390625,0.015625,0.00390625,0.0078125,0.015625,0.00390625,0.0078125,0.015625,0.0078125,0.00390625,0.01171875,0.00390625,0.0078125,0.00390625,0.01953125,0.0078125,0.0,0.0,0.00390625,0.00390625,0.0078125,0.00390625,0.0,0.0,0.01171875,0.0078125,0.0078125,0.00390625,0.00390625,0.00390625,0.0,0.00390625,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00390625,0.09375,0.23046875,0.1484375,0.0625,0.046875,0.0390625,0.00390625,0.01171875,0.01171875,0.01171875,0.01171875,0.01953125,0.00390625,0.01171875,0.00390625,0.0078125,0.0,0.01171875,0.0078125,0.0,0.00390625,0.0,0.0078125,0.00390625,0.0,0.0,0.0078125,0.00390625,0.00390625,0.0078125,0.00390625,0.00390625,0.00390625,0.0,0.0,0.0,0.00390625,0.0,0.00390625,0.00390625,0.0,0.00390625,0.0,0.0,0.0,0.0078125,0.0078125,0.0078125,0.00390625,0.00390625,0.00390625,0.0,0.0,0.0078125,0.0,0.0,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.0078125,0.0,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.00390625,0.00390625,0.00390625,0.00390625,0.0,0.0,0.00390625,0.0,0.0,0.0,0.00390625,0.0,0.00390625,0.02173912525177002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01953125,0.08203125,0.08984375,0.12109375,0.08203125,0.02734375,0.0078125,0.01171875,0.015625,0.05859375,0.16015625,0.14453125,0.13671875,0.1953125,0.140625,0.16015625,0.12109375,0.1015625,0.125,0.1328125,0.125,0.12890625,0.1328125,0.10546875,0.0625,0.03515625,0.0078125,0.03125,0.00390625,0.0078125,0.0234375,0.03125,0.0390625,0.05859375,0.03515625,0.02734375,0.03515625,0.01953125,0.00390625,0.0234375,0.00390625,0.00390625,0.01953125,0.00390625,0.0234375,0.0078125,0.01953125,0.0078125,0.0,0.02734375,0.00390625,0.02734375,0.0078125,0.0078125,0.0078125,0.00390625,0.00390625,0.01171875,0.0078125,0.0,0.00390625,0.0078125,0.00390625,0.00390625,0.0078125,0.03515625,0.00390625,0.0,0.03125,0.0,0.01953125,0.01171875,0.01171875,0.0078125,0.00390625,0.0,0.015625,0.01171875,0.041666656732559204
batch_test_acc-mean,max_diversity-accuracy_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03515625,0.01171875,0.02734375,0.0234375,0.02734375,0.015625,0.015625,0.03125,0.01953125,0.01171875,0.03125,0.0078125,0.01953125,0.015625,0.03515625,0.012295081280171871,0.11328125,0.1015625,0.1171875,0.12890625,0.1015625,0.07421875,0.09375,0.13671875,0.1171875,0.09765625,0.08984375,0.09375,0.14453125,0.1171875,0.14634145982563496,0.6328125,0.72265625,0.71875,0.67578125,0.71875,0.68359375,0.6796875,0.65234375,0.63671875,0.69140625,0.67578125,0.68359375,0.6796875,0.67578125,0.64453125,0.6818182021379471,0.453125,0.44140625,0.4609375,0.46875,0.45703125,0.43359375,0.4453125,0.4375,0.45703125,0.453125,0.4765625,0.45703125,0.48046875,0.46484375,0.44140625,0.4285714328289032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batch_test_acc-std,max_diversity-accuracy_score,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01171875,0.00390625,0.00390625,0.0,0.00390625,0.0,0.0078125,0.0,0.00390625,0.00390625,0.0078125,0.0,0.01171875,0.0078125,0.00390625,0.004098360426723957,0.05859375,0.078125,0.1171875,0.11328125,0.0703125,0.06640625,0.078125,0.11328125,0.1015625,0.08203125,0.05859375,0.078125,0.09765625,0.109375,0.1097560953348875,0.3515625,0.26953125,0.2734375,0.32421875,0.2578125,0.30078125,0.3125,0.33984375,0.34765625,0.30078125,0.30859375,0.30859375,0.3203125,0.30859375,0.34765625,0.2878787964582443,0.4140625,0.41796875,0.4140625,0.4453125,0.41015625,0.42578125,0.4296875,0.40625,0.44921875,0.4375,0.4453125,0.42578125,0.45703125,0.44921875,0.43359375,0.4285714328289032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
